,isbn,title,author,pub_year,publisher,categories,description
10902,0684814897,FINAL JEOPARDY (Alexandra Cooper Mysteries (Hardcover)),Linda Fairstein,1996.0,Scribner,,
10903,0671673661,I'LL BE SEEING YOU,Mary Higgins Clark,1993.0,Simon &amp; Schuster,,
10904,0451190009,Falsely Accused,Robert K. Tanenbaum,1997.0,Signet Book,,
10905,1551660490,Two Alone,Kenneth T. Brown,1995.0,Mira,,
10906,0060000961,Windtalkers,Max A. Collins,2001.0,HarperEntertainment,,
10907,0425174379,Other People's Children,Joanna Trollope,2000.0,Berkley Publishing Group,,
10908,0517887940,Feng Shui Step by Step: Arranging Your Home for Health and Happiness-With Personalized Astrological Charts,T. Raphael Simons,1996.0,Crown Publishing Group (NY),,
10909,0440117658,Deadeye Dick,"Kurt, Jr. Vonnegut",1996.0,Dell Publishing Company,,
10910,0821772120,Every Waking Moment,Meryl Sawyer,2002.0,Zebra Books,,
10911,0802140122,Twelve,Nick McDonell,2003.0,Grove Press,,
10912,0375406522,Otherwise Engaged : a Novel,Suzanne Finnamore,1999.0,Random House Inc,,
10913,0767917413,"I Don't Mean to Be Rude, But... : Backstage Gossip from American Idol &amp; the Secrets that Can Make You a Star",SIMON COWELL,2003.0,Broadway Books,,
10914,0446530727,How To Meet Cute Boys,Deanna Kizis,2003.0,Warner Books,,
10915,0375409084,Gertrude and Claudius,John Updike,2000.0,Alfred A. Knopf,,
10916,0399143661,Election,Tom Perrotta,1998.0,Putnam Pub Group,,
10917,0140062718,The Rebel Angels,Robertson Davies,1983.0,Penguin Books,,
10918,0671748416,The Way Men Act: A Novel,Elinor Lipman,1993.0,Washington Square Press,,
10919,067156773X,White Crosses,Larry Watson,1998.0,Washington Square Press,,
10920,0671707701,BRIDESMAIDS : BRIDESMAIDS,Judith Balaban Quine,1990.0,Pocket,,
10921,1555837336,Screening Party,Dennis Hensley,2002.0,Consortium,,
10922,0312964528,The House of the Vestals: The Investigations of Gordianus the Finder (House of Vestals),Steven Saylor,1998.0,St. Martin's Press,,
10923,0802138004,The Toughest Indian in the World,Sherman Alexie,2001.0,Grove Press,,
10924,0345315588,Childhood's End,Arthur Charles Clarke,1983.0,Del Rey Books,,
10925,0553211447,Notes from Underground (Bantam Classic),Fyodor Dostoevsky,1983.0,Bantam,,
10926,1853260568,Persuasion (Wordsworth Collection),Jane Austen,1998.0,NTC/Contemporary Publishing Company,,
10927,1558745726,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul (Hardcover Health Communications)),Jack Canfield,1998.0,Health Communications,,
10928,0451521951,The Count of Monte Cristo,Alexandre Dumas,1995.0,Signet Book,,
10929,0375405445,Founding Brothers: The Revolutionary Generation,JOSEPH J. ELLIS,2000.0,Knopf,,
10930,042519390X,The Perils of Paella,Nancy Fairbanks,2004.0,Berkley Publishing Group,,
10931,0892967803,Last Lessons of Summer,Margaret Maron,2003.0,Mysterious Press,,
10932,038549274X,A Sudden Change of Heart,Barbara Taylor Bradford,1999.0,Bantam Dell Pub Group,,
10933,0316899992,"River, Cross My Heart",Breena Clarke,1999.0,Little Brown and Company,,
10934,3257229909,Venezianische Scharade. Commissario Brunettis dritter Fall.,Donna Leon,1997.0,Diogenes Verlag,,
10935,0060519134,Savannah Blues,Mary Kay Andrews,2003.0,Perennial,,
10936,0440409462,"Here's to You, Rachel Robinson",JUDY BLUME,1994.0,Yearling,,
10937,0380728060,The Luckiest Girl (An Avon Camelot Book),Beverly Cleary,1996.0,HarperTrophy,,
10938,0440918057,Down a Dark Hall (Laurel Leaf Books),Lois Duncan,1997.0,Laure Leaf,,
10939,0446613150,Gossip Girl,Cecily von Ziegesar,2003.0,Warner Books,,
10940,0517590921,The Complete Prophecies of Nostradamus,Nostradamus,1995.0,Crown Publishing Group (NY),,
10941,0373250541,My Fake Wedding (Red Dress Ink),Mina Ford,2004.0,Red Dress Ink,,
10942,0373250452,Lost &amp; Found (Red Dress Ink),Jane Sigaloff,2004.0,Red Dress Ink,,
10943,0743211936,An Hour Before Daylight,Jimmy Carter,2001.0,Simon &amp; Schuster,,
10944,0849916739,The Wounded Spirit,Frank Peretti,2000.0,W Publishing Group,,
10945,0060175605,Words I Wish I Wrote: A Collection of Writing That Inspired My Ideas,Robert Fulghum,1997.0,Harpercollins,,
10946,0375725466,The Buffalo Soldier : A Novel,CHRIS BOHJALIAN,2003.0,Vintage,,
10947,0439424690,Day My Butt Went Psycho,Andy Griffiths,2003.0,Scholastic,,
10948,1401301061,The World According to Mister Rogers,Fred Rogers,2003.0,Hyperion,,
10949,0198607024,The Meaning of Everything: The Story of the Oxford English Dictionary,Simon Winchester,2003.0,Oxford University Press,,
10950,0140102833,Rich in Love (Contemporary American Fiction),Josephine Humphreys,1988.0,Penguin USA,,
10951,0192833596,Great Expectations (Oxford World's Classics),Charles Dickens,1998.0,Oxford University Press,,
10952,0330484915,Dancing with mules,Morag Prunty,2001.0,Pan Books,,
10953,0192815431,Wuthering Heights (World's Classics),Emily Bronte,1987.0,Oxford University Press,,
10954,1573229881,The Russian Debutante's Handbook,Gary Shteyngart,2003.0,Riverhead Books,,
10955,0060393211,Running in Heels: A Novel,Anna Maxted,2001.0,ReganBooks,,
10956,0061012351,Vendetta: Luckys Revenge,Jackie Collins,1997.0,Harper,,
10957,0399526307,The Girlfriends' Guide to Getting Your Groove Back: Loving Your Family Without Losing Your Mind (Girlfriends' Guides),Vicki Iovine,2001.0,Perigee Books,,
10958,0671708430,DISAPPEARING ACTS,Terry McMillan,1990.0,Washington Square Press,,
10959,0515109908,Rules of Engagement,Joe Weber,1992.0,Jove Books,,
10960,0060924845,"Sure of You (Tales of the City Series, V. 6)",Armistead Maupin,1994.0,Perennial,,
10961,044023476X,Bitter Medicine,Sara Paretsky,1999.0,Dell Publishing Company,,
10962,0312915799,Deadly Medicine,Dan Reed,1989.0,St. Martin's Press,,
10963,044098324X,Summer of Fear (Laurel Leaf Books),Lois Duncan,1992.0,Laure Leaf,,
10964,044661176X,Once Upon a Blind Date,Wendy Markham,2004.0,Warner Forever,,
10965,0380720248,A Long Line of Dead Men (A Matthew Scudder Mystery),Lawrence Block,1996.0,Avon,,
10966,0892966971,Killing Me Softly: A Novel of Obsession,Nicci French,1999.0,Mysterious Press,,
10967,0061011509,Blind Spot,Barbara Shapiro,1998.0,Harper Mass Market Paperbacks (Mm),,
10968,0380726653,The Zero Hour,Joseph Finder,1997.0,Avon,,
10969,1551669013,Ask Anyone,Sherryl Woods,2002.0,Mira Books,,
10970,0373711336,Home To Copper Mountain,Rebecca Winters,2003.0,Harlequin,,
10971,0373711077,Finding Amy,Dawn Stewardson,2003.0,Harlequin,,
10972,037371128X,The Secret Daughter  (Raising Cane),Roz Denny Fox,2003.0,Harlequin,,
10973,0373711247,Vital Signs  (Emergency!),Bobby Hutchinson,2003.0,Harlequin,,
10974,0373711328,Keeping Faith  (A Little secret),Janice Macdonald,2003.0,Harlequin,,
10975,0373711239,Against the Odds  (Serenity House),Kathryn Shay,2003.0,Harlequin,,
10976,0452266564,The Claiming of Sleeping Beauty (Erotic Adventures of Sleeping Beauty),Rice Anne,1999.0,Plume Books,,
10977,0394564243,Winters' Tales: Stories and Observations for the Unusual,Jonathan Winters,1987.0,Random House Inc,,
10978,0553273965,Never Cry Wolf,Farley Mowat,1983.0,Bantam Books,,
10979,0812576365,Tangled Up in Blue,Joan D. Vinge,2001.0,Tor Books,,
10980,0671000853,Night Whispers,Judith McNaught,1998.0,Atria,,
10981,0743406184,If Only It Were True,Marc Levy,2001.0,Pocket,,
10982,089471273X,Writer's Notebook,Running Press,1984.0,Running Press Book Publishers,,
10983,0836220609,In Search Of The Far Side,Gary Larson,1984.0,Andrews McMeel Publishing,,
10984,0826321933,Wisconsin Death Trip (Wisconsin),Michael Lesy,2000.0,University of New Mexico Press,,
10985,0786016051,Island of Bones,P. J. Parrish,2003.0,Pinnacle Books,,
10986,0918949491,I Am Becoming the Woman I've Wanted,Sandra Martz,1994.0,Papier-Mache Press,,
10987,0553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hahn,1992.0,Random House,,
10988,0440242002,Bleachers,JOHN GRISHAM,2004.0,Dell,,
10989,0440129389,"GOOD MOTHER, THE",Sue Miller,1987.0,Dell,,
10990,0312971397,Cuba (A Jake Grafton Novel),Stephen Coonts,2000.0,St. Martin's Paperbacks,,
10991,0786890444,The Sunday Wife,Cassandra King,2003.0,Hyperion,,
10992,0375707492,Lives of Girls and Women (Vintage Contemporaries),Alice Munro,2001.0,Vintage Books USA,,
10993,0394585852,Personal History,Katharine Graham,1997.0,Alfred A. Knopf,,
10994,0670843342,The Road to Wellville,T. Coraghessan Boyle,1993.0,Penguin USA,,
10995,0812563190,Elvenblood (Halfblood Chronicles),Andre Norton,1996.0,Tor Fantasy,,
10996,0836220625,Far Side Gallery,Gary Larson,1984.0,Andrews McMeel Publishing,,
10997,0836217179,Chickens Are Restless (Far Side Series),Gary Larson,1993.0,Andrews McMeel Publishing,,
10998,0932592007,Juggling for the Complete Klutz/With Block Beanbags,John Cassidy,1994.0,Klutz Press,,
10999,0140048332,The Far Pavilions,M. M. Kaye,,Penguin Putnam~trade,,
11000,0425148289,On Dangerous Ground,Jack Higgins,1995.0,Berkley Publishing Group,,
11001,0451526996,Moby-Dick (Signet Classics (Paperback)),Herman Melville,2001.0,Signet Classics,,
11002,0671035452,Hot Springs (Earl Swagger Novels (Paperback)),Stephen Hunter,2001.0,Pocket,,
11003,0743418131,Deck the Halls (Holiday Classics),Mary Higgins Clark,2002.0,Pocket,,
11004,0375503064,The Clothes They Stood Up in,Alan Bennett,2001.0,Random House Trade,,
11005,0804115486,Enigma,Robert Harris,1996.0,Ballantine Books,,
11006,0312965680,Wings of Fire (An Ian Rutledge Mystery),Charles Todd,1999.0,St. Martin's Paperbacks,,
11007,0451410386,The Five Bells and Bladebone (Richard Jury Mysteries (Paperback)),Martha Grimes,2002.0,Onyx Books,,
11008,1551665336,Moon Over Water,Debbie Macomber,1999.0,Mira,,
11009,0446515485,Snagged (Regan Reilly Mysteries (Hardcover)),Carol Higgins Clark,1993.0,Warner Books,,
11010,0446517380,"Mary, Mary",Ed McBain,1993.0,Warner Books Inc,,
11011,0440158532,Mother Night,Kurt Vonnegut,1995.0,Dell Publishing Company,,
11012,042515999X,The Solitaire Mystery,Jostein Gaarder,1997.0,Berkley Publishing Group,,
11013,0440975964,Sister of the Bride,Beverly Cleary,1986.0,Laurel-Leaf Books,,
11014,0312010583,The Shell Seekers,Rosamunde Pilcher,1988.0,St Martins Pr,,
11015,1880418592,"Song of Susannah (The Dark Tower, Book 6)",Stephen King,2004.0,Donald M. Grant/Scribner,,
11016,1582342156,All Families Are Psychotic,Douglas Coupland,2002.0,Bloomsbury Publishing PLC,,
11017,0449213757,Surfacing,Margaret Atwood,1987.0,Fawcett Books,,
11018,0553583611,Fatal,MICHAEL PALMER,2003.0,Bantam,,
11019,0609808249,Knitlit: Sweaters and Their Stories...and Other Writing About Knitting,Linda Roghaar,2002.0,Three Rivers Press (CA),,
11020,155166738X,The Highlander,Elaine Coffman,2003.0,Mira Books,,
11021,0060932813,Waiting: The True Confessions of a Waitress,Debra Ginsberg,2001.0,Perennial,,
11022,3423117370,Fool on the Hill. Roman.,Matt Ruff,1993.0,Dtv,,
11023,1575668807,Maggie Needs an Alibi,Kasey Michaels,2003.0,Kensington Publishing Corporation,,
11024,2253010219,Le Crime de l'Orient-Express,Agatha Christie,2001.0,LGF,,
11025,0440215935,Hunter's Moon,Karen Robards,1996.0,Dell Publishing Company,,
11026,0446676071,Message in a Bottle,Nicholas Sparks,1999.0,Warner Books,,
11027,0553204564,All Things Bright and Beautiful,James Herriot,1981.0,Bantam Doubleday Dell,,
11028,0671695886,Desert Solitaire,Edward Abbey,1990.0,Touchstone,,
11029,0767902858,Swan : A Novel,FRANCES MAYES,2002.0,Broadway,,
11030,0505524805,Night Games (Love Spell Timeswept Romance),Nina Bangs,2002.0,Love Spell,,
11031,0743225805,21 Dog Years : Doing Time @ Amazon.com,Mike Daisey,2002.0,Free Press,,
11032,0312962118,Snow Wolf,Glenn Meade,1997.0,St. Martin's Press,,
11033,0553142003,Princess Daisy,Judith Krantz,,Bantam Doubleday Dell,,
11034,051513175X,The Descent,Jeff Long,2001.0,Jove Books,,
11035,0679450718,Everyone Is Entitled to My Opinion,David Brinkley,1996.0,Alfred A. Knopf,,
11036,0451185501,Bone Deep,Darian North,1996.0,Onyx Books,,
11037,0060012897,Sheltering Rain,Jojo Moyes,2003.0,HarperTorch,,
11038,0345304616,Fox's Earth,Anne Rivers Siddons,1991.0,Ballantine Books,,
11039,1401351964,Bergdorf Blondes : A Novel,Plum Sykes,2004.0,Miramax,,
11040,0446519480,An Isolated Incident,Susan R. Sloan,1998.0,Warner Books Inc,,
11041,0140366784,Jane Eyre (Puffin Classics),Charlotte Bronte,1995.0,Puffin Books,,
11042,0440228166,In the Forests of the Night (Laurel Leaf Books),Amelia Atwater-Rhodes,2000.0,Laurel-Leaf Books,,
11043,0679312064,Dropped Threads 2: More of What We Aren't Told,Carol Shields,2003.0,Vintage Books Canada,,
11044,0553288733,Tehanu: The Last Book Of Earthsea (Earthsea  Tetrology #4),Ursula K. Le Guin,1991.0,Bantam,,
11045,0671744062,FIREBRAND,Marion Zimmer Bradley,1991.0,Pocket,,
11046,0140177213,Forest House,Marion Zimmer Bradley,1995.0,Penguin Books Ltd,,
11047,0767906632,Life Makeovers,CHERYL RICHARDSON,2000.0,Broadway Books,,
11048,0380713284,The Body in the Belfry: A Faith Fairchild Mystery,Katherine Hall Page,1991.0,Avon,,
11049,0385334621,The Greatest Generation,TOM BROKAW,2001.0,Delta,,
11050,0380008440,Final Days,Bob Woodward,1977.0,Harper Mass Market Paperbacks (Mm),,
11051,0425089037,The Thirteen Problems (The Tuesday Club Murders),Agatha Christie,1999.0,Berkley Publishing Group,,
11052,0345396685,When Christ and His Saints Slept,Sharon Kay Penman,1996.0,Ballantine Books,,
11053,0446353930,Best Kept Secrets,Sandra Brown,1989.0,Warner Books,,
11054,0670888702,The Lamorna Wink: A Richard Jury Mystery (Richard Jury Mysteries (Hardcover)),Martha Grimes,1999.0,Viking Books,,
11055,0394800184,Are You My Mother?,Philip D. Eastman,1960.0,Random House Children's Books,,
11056,0060913061,Collected Stories,Gabriel Garcia Marquez,1994.0,Perennial,,
11057,0060559128,"Holy Fools : A Novel (Harris, Joanne)",Joanne Harris,2004.0,William Morrow,,
11058,0142003697,Michelangelo and the Pope's Ceiling,Ross King,2003.0,Penguin Books,,
11059,0156007193,The Peppered Moth,Margaret Drabble,2002.0,Harvest Books,,
11060,2020564777,Bouquiner : Autobiobibliographie,Annie FranÃ?Â§ois,2002.0,Seuil,,
11061,3423118261,GrÃ?Â¼n ist die Hoffnung. Eine Pastorale.,Tom Coraghessan Boyle,1993.0,Dtv,,
11062,0747553181,The Battersea Park Road to Enlightenment,Isabel Losada,2001.0,Bloomsbury,,
11063,0385333846,Slaughterhouse-Five,KURT VONNEGUT,1999.0,Delta,,
11064,0552139246,The Greatest Show Off Earth,Robert Rankin,1995.0,Bantam Pr Ltd,,
11065,0006550649,Cocaine Nights,J G Ballard,,Flamingo,,
11066,1551661586,Witchcraft,Jayne Ann Krentz,1996.0,Mira,,
11067,0060192356,Other Worlds,Barbara Michaels,1999.0,HarperCollins Publishers,,
11068,0312970072,Black Coffee: A Hercule Poirot Novel (Hercule Poirot Mysteries (Paperback)),Charles Osborne,1999.0,St. Martin's Press,,
11069,088396631X,"The One World, One Heart: Everyone Has the Same Basic Needs and Emotions. We Must Put Aside Our Differences and Come Together as One in Peace, U",Susan Polis Schutz,2001.0,Blue Mountain Arts,,
11070,0553568159,Star Wars: Tales from Jabba's Palace (Star Wars (Random House Paperback)),Kevin J. Anderson,1996.0,Spectra Books,,
11071,0446315176,An Unsuitable Job for a Woman,P. D. James,1992.0,Warner Books (Mm),,
11072,0425127931,The Damnation Game,Clive Barker,1990.0,Jove Books,,
11073,0812551494,"Soul of the Fire (Sword of Truth, Book 5)",Terry Goodkind,2000.0,Tor Fantasy,,
11074,0449212661,Nerve,Dick Francis,1990.0,Fawcett Books,,
11075,0449211991,Banker,Dick Francis,1989.0,Fawcett Books,,
11076,0446354732,Nothing Lasts Forever,Sidney Sheldon,1995.0,Warner Books,,
11077,0553249002,Aquitaine Progression,Robert Ludlum,1985.0,Bantam Doubleday Dell,,
11078,0374234574,Pleading Guilty,Scott Turow,1993.0,Farrar Straus Giroux,,
11079,0385336667,Persuader: A Jack Reacher Novel,LEE CHILD,2003.0,Delacorte Press,,
11080,0515135283,Without Fail,Lee Child,2003.0,Jove Books,,
11081,0515133310,Echo Burning (Jack Reacher Novels (Paperback)),Lee Child,2002.0,Jove Books,,
11082,0515128635,Tripwire,Lee Child,2000.0,Jove Books,,
11083,0965605914,I Know This Much Is True,Wally Lamb,,Reganbooks,,
11084,0061008117,Act of Will,Barbara Taylor Bradford,1994.0,HarperTorch,,
11085,0449223442,Daughter of the Stars,PHYLLIS A. WHITNEY,1995.0,Ivy Books,,
11086,0451157281,Godplayer,Robin Cook,1994.0,Signet Book,,
11087,0152567089,The Napping House,Audrey Wood,1984.0,Harcourt Children's Books,,
11088,0061020052,Infinity Beach,Jack McDevitt,2001.0,Eos,,
11089,0441005926,Illegal Alien,Robert J. Sawyer,1999.0,Ace Books,,
11090,0553258397,Heart of the Comet,Gregory Benford,1987.0,Spectra Books,,
11091,0312968302,"Thrones, Dominations",Dorothy L. Sayers,1999.0,St. Martin's Press,,
11092,0486282147,The Hound of the Baskervilles (Dover Thrift Editions),Sir Arthur Conan Doyle,1994.0,Dover Publications,,
11093,0843950374,Savage Love,Cassie Edwards,2002.0,Leisure Books,,
11094,0743225708,Bringing Down the House : The Inside Story of Six MIT Students Who Took Vegas for Millions,Ben Mezrich,2002.0,Free Press,,
11095,0140186522,Heart of Darkness: With the Congo Diary (Penguin Twentieth-Century Classics),Joseph Conrad,1995.0,Penguin Books,,
11096,0380978857,The Golden One,Elizabeth Peters,2002.0,William Morrow &amp; Company,,
11097,0553569783,Heartstone,PHILLIP M. MARGOLIN,1995.0,Bantam,,
11098,0765300133,The Wooden Sea : A Novel,Jonathan Carroll,2002.0,Tor Books,,
11099,0380506092,The Natural,Bernard Malamud,1995.0,Avon Books,,
11100,0688059147,Imponderables,David Feldman,1987.0,Perennial Currents,,
11101,0894806319,The Kid's Book of Questions,Gregory Stock,1988.0,Workman Publishing,,
11102,0440479002,The Sign of the Beaver,Elizabeth George Speare,1994.0,Yearling Books,,
11103,0590462229,The Littles Take a Trip (Littles),John Peterson,1993.0,Scholastic,,
11104,0373441835,"Hung Up On You (Harlequin Flipside, No. 9)",Holly Jacobs,2004.0,Harlequin,,
11105,0373441851,"A Perfect Life? (Harlequin Flipside, No. 11)",Dawn Atkins,2004.0,Harlequin,,
11106,0373288697,"Highland Heaven (Harlequin Historical, No 269)",Ruth Langan,1995.0,Harlequin,,
11107,0553299441,The Magnificent Rogue,IRIS JOHANSEN,1993.0,Bantam,,
11108,074340341X,A Season in the Highlands,Jude Deveraux,2000.0,Pocket,,
11109,0843950455,What She Wants,Lynsay Sands,2002.0,Leisure Books,,
11110,0752837680,Still Waters,Tami Hoag,2000.0,Orion mass market paperback,,
11111,067973709X,Mating,Norman Rush,1992.0,Vintage Books USA,,
11112,067172519X,RAISE THE TITANIC (Clive Cussler),Clive Cussler,1990.0,Pocket,,
11113,0061059064,Jingo: A Novel of Discworld,Terry Pratchett,1999.0,HarperTorch,,
11114,0060176075,Lily White,Susan Isaacs,1996.0,Harpercollins,,
11115,3596110572,Frau zu sein bedarf es wenig. Roman. ( Die Frau in der Gesellschaft).,Hera Lind,1992.0,"Fischer (Tb.), Frankfurt",,
11116,3499150425,Garp und wie er die Welt sah.,John Irving,1982.0,Rowohlt Tb.,,
11117,3789129402,"Ronja, RÃ?Â¤ubertochter. ( Ab 10 J.).",Astrid Lindgren,1982.0,Oetinger Verlag,,
11118,3404114787,Zwei Frauen. Das Buch zum Film. Roman.,Diana Beate Hellmann,1989.0,LÃ?Â¼bbe,,
11119,0517591812,London: The Novel82,Edward Rutherfurd,1997.0,Random House Inc,,
11120,3596101859,Ich wollte Hosen.,Lara Cardella,1990.0,"Fischer (Tb.), Frankfurt",,
11121,3473580082,Die Welle.,Morton Rhue,1997.0,Ravensburger Buchverlag,,
11122,0425184323,Never Nosh a Matzo Ball,Sharon Kahn,2002.0,Berkley Publishing Group,,
11123,0590436368,101 Hopelessly Hilarious Jokes,Lisa Eisenberg,1990.0,Scholastic Paperbacks (Mm),,
11124,0590409182,The Cat Who Went to Heaven,Elizabet Coatsworth,,Scholastic Inc,,
11125,0590448226,Leprechauns Don't Play Basketball (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,1992.0,Scholastic,,
11126,037329087X,"One Christmas Night (Harlequin Historical, No. 487)",Ruth Langan,1999.0,Harlequin,,
11127,0373832451,Historical Christmas Stories 1992,Maura Seger,1992.0,Harlequin,,
11128,0373483317,"Jingle Bells, Wedding Bells",Nora Roberts,1994.0,Silhouette,,
11129,038071972X,Return to Howliday Inn,James Howe,1993.0,HarperTrophy,,
11130,0399140093,Mind Prey,John Sandford,1995.0,Putnam Pub Group,,
11131,0380699745,Lightning,Ed McBain,1991.0,Harper Mass Market Paperbacks (Mm),,
11132,0446603988,The Hippopotamus Pool (Amelia Peabody Mysteries (Paperback)),Elizabeth Peters,1997.0,Warner Books,,
11133,055380247X,Fatal Tide,IRIS JOHANSEN,2003.0,Bantam,,
11134,0786867345,Carter Beats the Devil,Glen Gold,2001.0,Hyperion Press,,
11135,044661257X,If Looks Could Kill,Kate White,2003.0,Warner Vision,,
11136,0140165215,Paradise News: A Novel,David Lodge,1993.0,Penguin Books,,
11137,0451201736,Figure of 8,Patrick Lynch,2000.0,Signet Book,,
11138,0451197038,Manner of Death,Stephen White,2000.0,Signet Book,,
11139,0786012374,The Next to Die,Kevin O'Brien,2001.0,Kensington Publishing Corporation,,
11140,0451202538,Hangman,Michael Slade,2001.0,Signet Book,,
11141,0060924837,"Babycakes (Tales of the City Series, V. 4)",Armistead Maupin,1994.0,Perennial,,
11142,0440234581,Enchanting Pleasures,Eloisa James,2002.0,Dell Publishing Company,,
11143,0440150795,Rhinemann Exchange,Robert Ludlum,1975.0,Bantam Doubleday Dell,,
11144,0393300560,Mismeasure of Man,Stephen Jay Gould,1983.0,W. W. Norton &amp; Company,,
11145,067172066X,Warrior's Apprentice,Lois McMaster Bujold,1991.0,Baen,,
11146,0380732211,The Devil's Workshop : A Novel,Stephen J. Cannell,2000.0,HarperTorch,,
11147,0451173082,Against the Wind,J. F. Freedman,1992.0,Signet Book,,
11148,0399133844,Gracie: A Love Story,George Burns,1988.0,Putnam Pub Group,,
11149,0394563492,A Civil Action,Jonathan Harr,1995.0,Random House,,
11150,0804112959,Grand Jury,Philip Friedman,1997.0,Ivy Books,,
11151,0804107491,Reasonable Doubt,Philip Friedman,1997.0,Ivy Books,,
11152,0451199480,One Last Dance,Eileen Goudge,2000.0,Signet Book,,
11153,0671744585,The Invitation,Jude Deveraux,1994.0,Pocket,,
11154,0399150560,Blindside: An FBI Thriller,Catherine Coulter,2003.0,G. P. Putnam's Sons,,
11155,0140262032,Revenge of the Cootie Girls: A Robin Hudson Mystery (Robin Hudson Mysteries (Paperback)),Sparkle Hayter,1998.0,Penguin Books,,
11156,0399147381,Hemlock Bay,Catherine Coulter,2001.0,Penguin Putnam,,
11157,0375414576,My Life,Bill Clinton,2004.0,Knopf,,
11158,0805074007,Hegemony or Survival: America's Quest for Global Dominance (The American Empire Project),Noam Chomsky,2003.0,Metropolitan Books,,
11159,0385510187,Dating Dead Men,HARLEY JANE KOZAK,2004.0,Doubleday,,
11160,0440507162,The Nitpickers Guide for Next Generation Trekkers,Phil Farrand,1995.0,Bantam Dell Pub Group,,
11161,0060280921,Abarat,Clive Barker,2002.0,Joanna Cotler,,
11162,0517703939,Dinosaur in a Haystack: Reflections in Natural History,Stephen Jay Gould,1996.0,Harmony Books,,
11163,039453512X,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan,1996.0,Random House,,
11164,0553213385,The War of the Worlds (Bantam Classics),H. G. Wells,1988.0,Bantam,,
11165,0451458346,Resurrection,Arwen Elys Dayton,2001.0,New American Library,,
11166,044020447X,Final Flight,Stephen Coonts,1989.0,Dell,,
11167,1551666251,Fruitcake (Mira),R.J. Kaiser,2000.0,Mira,,
11168,0743400828,Girl Talk,Julianna Baggott,2001.0,Atria,,
11169,0679445315,Quite a Year for Plums,Bailey White,1998.0,Random House Inc,,
11170,0140049401,Dear Me,Peter Ustinov,1979.0,Penguin Books Ltd,,
11171,0060193611,The Map That Changed the World: William Smith and the Birth of Modern Geology,Simon Winchester,2001.0,HarperCollins,,
11172,0375758992,Don't Let's Go to the Dogs Tonight : An African Childhood,ALEXANDRA FULLER,2003.0,Random House Trade Paperbacks,,
11173,1551668866,Twilight Hunger,Maggie Shayne,2002.0,Mira Books,,
11174,055356241X,Mars,Ben Bova,1993.0,Bantam Books,,
11175,0345453425,Cry No More,LINDA HOWARD,2004.0,Ballantine Books,,
11176,1551669099,The Stone Forest,Karen Harper,2002.0,Mira,,
11177,0679423907,"Cities of the Plain : A Novel (Border Trilogy, V. 3.)",Cormac McCarthy,1998.0,Alfred A. Knopf,,
11178,0743205812,Fleeced : A Regan Reilly Mystery (Regan Reilly Mysteries (Hardcover)),Carol Higgins Clark,2001.0,Scribner,,
11179,0778320197,Home Before Dark,Susan Wiggs,2004.0,Mira,,
11180,0440235804,Her Father's House,BELVA PLAIN,2003.0,Dell,,
11181,1551668858,July Thunder,Rachel Lee,2002.0,Mira,,
11182,084395048X,Lair of the Lion,Christine Feehan,2002.0,Leisure Books,,
11183,0345304225,Spell for Chameleon Xanth,Piers Anthony,1981.0,Ballantine Books,,
11184,0812574966,Vale of the Vole (Xanth),Piers Anthony,2000.0,Tor Fantasy,,
11185,044661209X,High on a Hill,Dorothy Garlock,2002.0,Warner Books,,
11186,0446608122,The Edge of Town,Dorothy Garlock,2002.0,Warner Books,,
11187,0446606944,Someday Soon,Joan Wolf,2000.0,Warner Forever,,
11188,0821772244,A Capital Holiday (Zebra Book.),Janet Dailey,2001.0,Zebra Books,,
11189,0446516317,The Witness,Sandra Brown,1995.0,Replica Books,,
11190,0802139868,The Sexual Life of Catherine M.,Catherine Millet,2003.0,Grove Press,,
11191,0440931800,From the Mixed Up Files of Mrs. Basil E. Frankweiler (Laurel Leaf Books),E. L. Konigsburg,1973.0,Laure Leaf,,
11192,0451627261,The Classic Slave Narratives,Henry Louis Gates,1987.0,Mentor Books,,
11193,0553571850,Finding Laura,Kay Hooper,1998.0,Bantam Books,,
11194,0679736727,A Cure for Dreams (Vintage Contemporaries),KAYE GIBBONS,1992.0,Vintage,,
11195,0743211235,"The Prize Winner of Defiance, Ohio: How My Mother Raised 10 Kids on 25 Words or Less",Terry Ryan,2002.0,Simon &amp; Schuster,,
11196,0060163976,Family Pictures: A Novel,Sue Miller,1990.0,Harpercollins,,
11197,0670857246,Zlata's Diary: A Childs Life in Sarajevo,Zalata Filipovic,1994.0,Penguin USA,,
11198,0380724081,Men and the Girls,Joanna Trollope,1995.0,Perennial,,
11199,0380724979,Sanctuary (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1995.0,Avon,,
11200,0060165987,Slow Hand: Women Writing Erotica,Michele Slung,1992.0,Harpercollins,,
11201,0340767960,Dinner for Two,Mike Gayle,2002.0,Flame,,
11202,0894716905,Five Minute Mysteries: 37 Challenging Cases of Murder and Mayhem for You to Solve,Ken Weber,1989.0,Running Press Book Publishers,,
